Filing Date,Ticker,Company Name,Insider Name,Transaction Price,Price Bought,Value,Hour,Day,Month,Price_Impact,Is_Morning,Is_Afternoon,Large_Trade,Rolling_Avg_Impact
2025-02-05 16:03:11,AESI,Atlas Energy Solutions Inc.,Brigham Ben M,23.0,21.81999969482422,4999993,16,Wednesday,2,-0.05130436109459918,False,True,True,-0.05130436109459918
2025-02-05 16:17:07,MBX,"Mbx Biosciences, Inc.",Hawryluk P. Kent,10.69,11.279999732971191,534500,16,Wednesday,2,0.05519174302817511,False,True,False,0.05519174302817511
2025-02-05 18:56:24,PBF,Pbf Energy Inc.,Control Empresarial De Capitales S.A. De C.V.,27.47,29.690000534057617,1098968,18,Wednesday,2,0.08081545446150777,False,False,False,0.08081545446150777
2025-02-06 07:42:07,JBLU,Jetblue Airways Corp,Mittal Nik,6.14,6.440000057220459,614340,7,Thursday,2,0.04885994417271324,False,False,False,0.04885994417271324
2025-02-06 18:46:43,MUR,Murphy Oil Corp,Deming Claiborne P,26.51,26.309999465942383,2651415,18,Thursday,2,-0.007544343042535599,False,False,True,-0.007544343042535599
2025-02-07 15:21:05,LFUS,Littelfuse Inc /de,Grillo Anthony,233.98,232.6300048828125,4094575,15,Friday,2,-0.005769703039522565,False,True,True,-0.005769703039522565
2025-02-07 16:04:37,REFLX,Pimco Flexible Real Estate Income Fund,Ivascyn Daniel J,10.49,10.479999542236328,10490000,16,Friday,2,-0.0009533324846207901,False,True,True,-0.0009533324846207901
2025-02-07 16:04:52,MRK,"Merck & Co., Inc.",Baker Douglas M Jr,88.5,87.30500030517578,1327500,16,Friday,2,-0.01350282141044315,False,True,False,-0.01350282141044315
2025-02-07 16:18:52,EL,Estee Lauder Companies Inc,Fribourg Paul J,65.8,65.04000091552734,5724373,16,Friday,2,-0.011550138061894429,False,True,True,-0.011550138061894429
2025-02-07 16:21:19,TECX,"Tectonic Therapeutic, Inc.",Springer Timothy A,50.68,36.470001220703125,39999977,16,Friday,2,-0.28038671624500544,False,True,True,-0.28038671624500544
2025-02-07 17:01:57,FLWS,1 800 Flowers Com Inc,"Fund 1 Investments, LLC",8.04,8.0600004196167,2933822,17,Friday,2,0.002487614380186576,False,False,True,0.002487614380186576
2025-02-07 19:35:56,KEY,Keycorp /New/,Bank of Nova Scotia,17.85,17.84000015258789,892500,19,Friday,2,-0.0005602155412947225,False,False,False,-0.0005602155412947225
2025-02-07 19:54:28,AKRO,"Akero Therapeutics, Inc.",Graham G. Walmsley,48.0,54.209999084472656,9600000,19,Friday,2,0.12937498092651367,False,False,True,0.12937498092651367
2025-02-07 20:30:05,TKO,"Tko Group Holdings, Inc.",Emanuel Ariel,163.27,166.41000366210938,54181770,20,Friday,2,0.01923196951129641,False,False,True,0.01923196951129641
2025-02-07 21:14:34,PBF,Pbf Energy Inc.,Control Empresarial De Capitales S.A. De C.V.,28.7,27.81999969482422,4305060,21,Friday,2,-0.030662031539225802,False,False,True,0.025076711461140985
2025-02-10 08:19:12,PCT,"Purecycle Technologies, Inc.",Sylebra Capital LLC,8.06,8.9399995803833,4996596,8,Monday,2,0.10918108937758067,False,False,True,0.10918108937758067
2025-02-10 16:01:33,EL,Estee Lauder Companies Inc,Fribourg Paul J,65.0,68.70999908447266,2957333,16,Monday,2,0.05707690899188702,False,True,True,0.022763385464996296
2025-02-10 16:01:42,MTCH,"Match Group, Inc.",Rascoff Spencer M,34.41,33.619998931884766,2049704,16,Monday,2,-0.02295847335411889,False,True,False,-0.02295847335411889
2025-02-10 16:05:04,SION,"Sionna Therapeutics, Inc.","Atlas Venture Fund Xi, L.P.",18.0,22.46999931335449,1080000,16,Monday,2,0.2483332951863605,False,True,False,0.2483332951863605
2025-02-10 16:05:22,KFII,K&F Growth Acquisition Corp. II,K&F Growth Acquisition LLC II,10.0,,4954470,16,Monday,2,,False,True,True,
2025-02-10 18:07:45,MNR,Mach Natural Resources LP,McMullen William Wallace,15.5,16.229999542236328,79999995,18,Monday,2,0.047096744660408266,False,False,True,0.047096744660408266
2025-02-10 20:13:48,BZH,Beazer Homes USA Inc,Johnson Lloyd Emerson,22.68,22.61000061035156,510379,20,Monday,2,-0.0030863928416420094,False,False,False,-0.0030863928416420094
2025-02-10 20:43:04,OCX,Oncocyte Corp,"Broadwood Partners, L.P.",2.05,2.069999933242798,10589675,20,Monday,2,0.009756064996486844,False,False,True,0.009756064996486844
2025-02-11 12:14:10,BZH,Beazer Homes USA Inc,Johnson Lloyd Emerson,22.23,24.030000686645508,500236,12,Tuesday,2,0.08097169080726528,True,False,False,0.038942648982811634
2025-02-11 16:39:35,HP,"Helmerich & Payne, Inc.",Lindsay John W,27.55,27.239999771118164,551000,16,Tuesday,2,-0.011252276910411493,False,True,False,-0.011252276910411493
2025-02-11 16:45:14,NINE,"Nine Energy Service, Inc.",Monroe William,1.58,1.25,744019,16,Tuesday,2,-0.20886075949367092,False,True,False,-0.20886075949367092
2025-02-11 17:00:15,OCX,Oncocyte Corp,Smith Patrick W,2.05,2.3299999237060547,2209080,17,Tuesday,2,0.13658532863709993,False,False,True,0.07317069681679339
2025-02-11 17:58:35,NVCT,"Nuvectis Pharma, Inc.",Mosseri Marlio Charles,5.0,6.300000190734863,1200000,17,Tuesday,2,0.26000003814697265,False,False,False,0.26000003814697265
2025-02-11 19:51:08,KALV,"Kalvista Pharmaceuticals, Inc.","Venrock Healthcare Capital Partners Iii, L.P.",9.26,9.289999961853027,967145,19,Tuesday,2,0.003239736701190881,False,False,False,0.003239736701190881
2025-02-11 20:35:48,OXY,Occidental Petroleum Corp /De/,Berkshire Hathaway Inc,46.82,48.619998931884766,35724074,20,Tuesday,2,0.03844508611458277,False,False,True,0.03844508611458277
2025-02-12 14:22:51,MAGN,Magnera Corp,Begle Curt,21.08,21.93000030517578,501297,14,Wednesday,2,0.040322595122190844,False,True,False,0.040322595122190844
2025-02-12 16:05:59,AMCR,Amcor Plc,Konieczny Peter,10.05,9.989999771118164,1004780,16,Wednesday,2,-0.005970172028043447,False,True,False,-0.005970172028043447
2025-02-12 16:31:24,MTH,Meritage Homes Corp,Hilton Steven J,74.51,73.23999786376953,819610,16,Wednesday,2,-0.017044720658038838,False,True,False,-0.017044720658038838
2025-02-12 17:21:33,SION,"Sionna Therapeutics, Inc.","Tpg Gp A, LLC",18.0,19.989999771118164,20250000,17,Wednesday,2,0.110555542839898,False,False,True,0.17944441901312924
2025-02-12 17:24:03,FLWS,1 800 Flowers Com Inc,"Fund 1 Investments, LLC",8.11,8.229999542236328,1135429,17,Wednesday,2,0.014796491027907362,False,False,False,0.008642052704046969
2025-02-12 20:28:13,BPRN,"Princeton Bancorp, Inc.",Tuchman Martin,32.71,31.3799991607666,719620,20,Wednesday,2,-0.04066037417405684,False,False,False,-0.04066037417405684
2025-02-12 21:16:44,TKO,"Tko Group Holdings, Inc.",Whitesell Patrick,174.48,176.67999267578125,68128471,21,Wednesday,2,0.012608853024881135,False,False,True,0.015920411268088772
2025-02-13 18:27:21,SCISX,Ma Specialty Credit Income Fund,Ma Eagle II Holdings Fund,24.99,25.0,2444642,18,Thursday,2,0.00040016006402567283,False,False,True,0.00040016006402567283
2025-02-19 16:16:39,SLDB,Solid Biosciences Inc.,"Adage Capital Management, L.P.",7.56,6.5,1909240,16,Wednesday,2,-0.14021164021164018,False,True,False,-0.14021164021164018
2025-02-19 16:23:26,BRKR,Bruker Corp,Laukien Frank H,50.92,53.0,1018330,16,Wednesday,2,0.04084838963079337,False,True,False,0.04084838963079337
2025-02-19 17:52:03,MBX,"Mbx Biosciences, Inc.",Orbimed Advisors LLC,10.6,11.23,2020756,17,Wednesday,2,0.05943396226415102,False,False,False,0.057312852646163065
2025-02-19 18:00:05,ATAI,Atai Life Sciences N.V.,Apeiron Investment Group Ltd.,2.1,2.1101,22755008,18,Wednesday,2,0.004809523809523809,False,False,True,0.004809523809523809
2025-02-19 18:54:09,LLIAX,Lord Abbett Flexible Income Fund,O'Brien Andrew H.,10.0,,500000,18,Wednesday,2,,False,False,False,
2025-02-19 21:16:08,RZLT,"Rezolute, Inc.",Kim Young-Jin,4.0,4.5,5000000,21,Wednesday,2,0.125,False,False,True,0.125
2025-02-20 16:13:06,VLY,Valley National Bancorp,Bank Leumi Le Israel Bm,9.35,9.88,9350000,16,Thursday,2,0.05668449197860975,False,True,True,0.05668449197860975
2025-02-20 19:42:29,RCUS,"Arcus Biosciences, Inc.","Gilead Sciences, Inc.",11.0,11.3,14999996,19,Thursday,2,0.027272727272727337,False,False,True,0.027272727272727337
2025-03-03 10:52:53,DGICA,Donegal Group Inc,Donegal Mutual Insurance Co,17.21,17.68,510996,10,Monday,3,0.02730970366066234,True,False,False,0.02730970366066234
2025-03-03 16:15:32,PBF,Pbf Energy Inc.,Control Empresarial De Capitales S.A. De C.V.,21.17,20.16,2540004,16,Monday,3,-0.047709022201228225,False,True,True,0.000814800240351248
2025-03-03 16:20:18,CCO,"Clear Channel Outdoor Holdings, Inc.",Moreland W Benjamin,1.26,1.33,1008000,16,Monday,3,0.0555555555555556,False,True,False,0.0555555555555556
2025-03-03 17:13:24,GO,Grocery Outlet Holding Corp.,Ragatz Erik D.,12.25,11.83,2021250,17,Monday,3,-0.03428571428571428,False,False,False,-0.03428571428571428
2025-03-03 17:15:58,LINE,"Lineage, Inc.",Marchetti Kevin Patrick,60.51,60.71,982229,17,Monday,3,0.0033052388035036003,False,False,False,0.0033052388035036003
2025-03-03 17:26:31,TTSH,"Tile Shop Holdings, Inc.","Fund 1 Investments, LLC",7.44,7.41,2244166,17,Monday,3,-0.004032258064516162,False,False,True,-0.004032258064516162
2025-03-03 18:56:54,FLWS,1 800 Flowers Com Inc,"Fund 1 Investments, LLC",6.89,6.62,2310868,18,Monday,3,-0.03918722786647309,False,False,True,-0.007301040819459718
2025-03-03 19:12:54,STAA,Staar Surgical Co,"Broadwood Partners, L.P.",16.99,16.55,11275555,19,Monday,3,-0.025897586815773855,False,False,True,-0.025897586815773855
2025-03-03 19:22:05,JELD,"Jeld-Wen Holding, Inc.",Turtle Creek Asset Management Inc.,5.89,5.64,854358,19,Monday,3,-0.04244482173174873,False,False,False,-0.04244482173174873
2025-03-03 19:29:43,CBNA,Chain Bridge Bancorp Inc,Friedman Martin S.,24.35,24.15,628238,19,Monday,3,-0.00821355236139642,False,False,False,-0.00821355236139642
2025-03-03 21:16:18,RUN,Sunrun Inc.,Fenster Edward Harris,6.8,6.1797,1020600,21,Monday,3,-0.09122058823529404,False,False,False,-0.09122058823529404
2025-03-04 10:25:31,FERA,Fifth Era Acquisition Corp I,Fifth Era Acquisition Sponsor I LLC,10.0,,3800000,10,Tuesday,3,,True,False,True,
